time,height_m,snr,wind_speed,vertical_velocity
2025-08-02 00:18:00,1060,1.9000000000000001,20.466666666666665,0.9
2025-08-02 00:18:00,1120,0.8,10.7,0.4
2025-08-02 00:18:00,1180,1.25,12.2,0.5
2025-08-02 00:18:00,1240,0.8,7.3,0.3
2025-08-02 00:18:00,1300,1.5999999999999999,16.066666666666666,0.7000000000000001
2025-08-02 00:18:00,1360,0.5,4.8,0.2
2025-08-02 00:18:00,1420,0.6,5.6,0.0
2025-08-02 00:18:00,1540,2.5,22.9,1.4
2025-08-02 00:18:00,1600,0.5,4.3,0.1
2025-08-02 00:18:00,1660,0.5,5.3,0.4
2025-08-02 00:18:00,1720,0.4,,0.3
2025-08-02 00:18:00,1780,1.1,22.0,1.6
2025-08-02 00:18:00,1840,,,2.4
2025-08-02 00:18:00,1900,2.4,18.8,1.3
2025-08-02 00:18:00,2020,1.25,22.799999999999997,0.6499999999999999
2025-08-02 00:18:00,2140,0.8,8.8,0.7
2025-08-02 00:18:00,2260,1.2,25.2,0.5
2025-08-02 00:18:00,2380,0.6,5.4,0.1
2025-08-02 00:18:00,2500,1.5,24.7,0.2
2025-08-02 00:18:00,6820,,,0.4
2025-08-02 00:24:00,100,2.0,19.7,0.25
2025-08-02 00:24:00,220,2.4,17.0,0.5
2025-08-02 00:24:00,340,2.7,15.4,0.5
2025-08-02 00:24:00,400,1.1,11.4,0.0
2025-08-02 00:24:00,460,1.7,13.8,0.35
2025-08-02 00:24:00,520,1.1,11.4,0.5
2025-08-02 00:24:00,580,2.0999999999999996,16.75,0.75
2025-08-02 00:24:00,640,2.3,16.9,1.2
2025-08-02 00:24:00,700,1.6,20.55,1.0
2025-08-02 00:24:00,760,1.5,22.0,1.1
2025-08-02 00:24:00,820,1.7333333333333334,19.333333333333332,0.7000000000000001
2025-08-02 00:24:00,880,1.1,18.5,1.1
2025-08-02 00:24:00,940,1.35,21.95,1.0
2025-08-02 00:24:00,1000,1.5,18.2,1.2
2025-08-02 00:24:00,1060,1.9333333333333333,19.233333333333334,0.8000000000000002
2025-08-02 00:24:00,1120,0.9,16.5,1.1
2025-08-02 00:24:00,1180,1.1,19.05,0.8500000000000001
2025-08-02 00:24:00,1240,0.9,15.3,1.0
2025-08-02 00:24:00,1300,1.6666666666666667,18.03333333333333,0.5
2025-08-02 00:24:00,1360,0.8,14.5,0.6
2025-08-02 00:24:00,1420,1.5999999999999999,17.0,0.25
2025-08-02 00:24:00,1540,2.4,19.6,0.6
2025-08-02 00:24:00,1780,2.4,18.0,0.3
2025-08-02 00:24:00,2020,1.6,19.0,0.1
2025-08-02 00:24:00,3220,1.2,16.4,0.0
2025-08-02 00:24:00,3460,1.5,18.6,0.3
2025-08-02 00:24:00,3580,1.5,14.2,0.2
2025-08-02 00:24:00,3700,1.9,21.7,0.8
2025-08-02 00:24:00,3820,2.2,11.9,0.8
2025-08-02 00:24:00,3940,2.25,22.799999999999997,0.8
2025-08-02 00:24:00,4060,2.3,15.6,0.6
2025-08-02 00:24:00,4180,2.25,20.0,0.45
2025-08-02 00:24:00,4300,2.4,16.7,0.3
2025-08-02 00:24:00,4420,2.3,19.95,0.2
2025-08-02 00:24:00,4540,2.4,18.6,0.5
2025-08-02 00:24:00,4660,2.05,20.799999999999997,0.25
2025-08-02 00:24:00,4780,2.0,19.4,0.2
2025-08-02 00:30:00,100,3.0,16.5,0.9
2025-08-02 00:30:00,160,2.6,16.9,0.9
2025-08-02 00:30:00,220,2.0,17.9,0.8
2025-08-02 00:30:00,280,1.9,18.0,0.8
2025-08-02 00:30:00,340,2.2,18.0,0.7
2025-08-02 00:30:00,400,2.5,15.9,0.6
2025-08-02 00:30:00,460,1.4,21.6,0.3
2025-08-02 00:30:00,1120,1.2,9.1,0.3
2025-08-02 00:30:00,1180,1.2,7.7,0.9
2025-08-02 00:30:00,1240,1.2,9.3,0.8
2025-08-02 00:30:00,1300,1.3,9.7,0.1
2025-08-02 00:30:00,1420,0.7,7.6,0.6
2025-08-02 00:30:00,1480,1.1,8.9,0.5
2025-08-02 00:30:00,1540,1.2,8.7,1.0
2025-08-02 00:30:00,1600,1.1,7.6,1.0
2025-08-02 00:30:00,1720,0.8,9.4,0.7
2025-08-02 00:30:00,1780,0.8,7.9,0.2
2025-08-02 00:30:00,1840,1.0,8.0,0.2
2025-08-02 00:30:00,1900,0.7,6.3,0.4
2025-08-02 00:30:00,1960,0.4,,0.1
